                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6285,                 3.7494,                 1.5922,                0.00953,                0.37674,                0.08388,                0.04685,                 1.4937,                 3.5833,                 1.5422,              5.716e-05,              5.716e-05,              5.716e-05
